Luke source,flag,fielding.start,fielding.end,pollster,source,interview.mode,publisher,publication.date,sample,DKrefused.reported,DKrefused.combined,DK.reported,DK,refused.reported,refused,Coalition.TPP.reported,Labor.TPP.reported,Coalition.TPP.previouselectionallocation,Labor.TPP.previouselectionallocation,Coalition.TPP.voterallocation,Labor.TPP.voterallocation,Coalition.total.primary,Liberal.primary,National.primary,Labor.primary,Green.primary,FamilyFirst.primary,Democrats.primary,OneNation.primary,XenophonCentreAlliance.primary,UAP.PUP.primary,KattersAustraliaParty.primary,Independent.primary,Other.primary,undecided.primary,sampleSize.published
,FALSE,15/3/08,23/3/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4281-201303040434,F2F,,,858,,4.5,,4.5,,,36.5,63.5,36.5,63.5,36.5,63.5,31,29,2,55,7,3,0,0,,,,,4,,1651
,FALSE,5/4/08,6/4/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4286-201303040428,F2F,,,864.5,,0,,0,,,38,62,38,62,38.5,61.5,33.5,31.5,2,53.5,7.5,1.5,0,0,,,,,4,,1260
,FALSE,12/4/08,13/4/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4287-201303040427,F2F,,,906,,0,,0,,,38,62,38,62,37.5,62.5,33.5,29,4.5,54,6.5,1,0,0,,,,,5,,896
,FALSE,19/4/08,27/4/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4289-201303040422,F2F,,,908.5,,0,,0,,,38.5,61.5,38.5,61.5,37.5,62.5,33.5,30,3.5,54.5,5.5,2.5,0,0,,,,,4,,1891
,FALSE,17/5/08,18/5/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4296-201303040416,F2F,,,895.5,,0,,0,,,39.5,60.5,39.5,60.5,39,61,35,32.5,2.5,51.5,8.5,1,0,0,,,,,4,,1055
,FALSE,24/5/08,25/5/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4297-201303040414,F2F,,,902.5,,0,,0,,,39,61,39,61,38,62,34,31,3,53,5.5,2.5,0,0,,,,,5,,842
,FALSE,31/5/08,1/6/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4299-201303040411,F2F,,,1080,,0,,0,,,37,63,37,63,36.5,63.5,31.5,29,2.5,52.5,9,2,0,0,,,,,5,,960
,FALSE,7/6/08,8/6/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4300-201303040410,F2F,,,959,,0,,0,,,41.5,58.5,41.5,58.5,41,59,36,33,3,48.5,8.5,2,0,0,,,,,5,,826
,FALSE,14/6/08,22/6/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4304-201303040406,F2F,,,916.5,,0,,0,,,39,61,39,61,38.5,61.5,34,32,2,52,8,1.5,0,0,,,,,4.5,,1746
,FALSE,28/6/08,6/7/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4307-201303040401,F2F,,,992,,0,,0,,,41,59,41,59,41,59,35,32.5,2.5,48.5,8,2.5,0,0,,,,,6,,1806
,FALSE,12/7/08,13/7/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4309-201303040357,F2F,,,955.5,,0,,0,,,40,60,40,60,40.5,59.5,34.5,32,2.5,48,11.5,2.5,0,0,,,,,3.5,,797
,FALSE,19/7/08,20/7/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4310-201303040355,F2F,,,1003,,0,,0,,,45,55,45,55,45,55,39.5,37.5,2,45.5,7.5,2,0,0,,,,,5.5,,1067
,FALSE,26/7/08,3/8/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4313-201303040351,F2F,,,957.5,,0,,0,,,45,55,45,55,45.5,54.5,39.5,37,2.5,45.5,8,1.5,0,0,,,,,6,,1255
,FALSE,9/8/08,17/8/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4315-201303040337,F2F,,,959,,0,,0,,,43,57,43,57,45.5,54.5,37.5,33.5,4,47,8.5,2,0,0,,,,,5,,1799
,FALSE,23/8/08,31/8/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4317-201303040332,F2F,,,926.5,,0,,0,,,42,58,42,58,42.5,57.5,37,34,3,50,6.5,2,0,0,,,,,4.5,,1786
,FALSE,6/9/08,14/9/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4320-201303040314,F2F,,,951.5,,0,,0,,,44.5,55.5,44.5,55.5,44,56,38,34.5,3.5,45,8,1.5,0,0,,,,,7.5,,1703
,FALSE,20/9/08,28/9/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4324-201303040311,F2F,,,946,,0,,0,,,42.5,57.5,42.5,57.5,41.5,58.5,36.5,33,3.5,46.5,10,1.5,0,0,,,,,5.5,,1221
,FALSE,4/10/08,12/10/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4328-201303040303,F2F,,,942,,0,,0,,,42.5,57.5,42.5,57.5,42,58,36,33.5,2.5,46,9.5,2.5,0,0,,,,,6,,1692
,FALSE,18/10/08,26/10/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4331-201303040255,F2F,,,917,,0,,0,,,43.5,56.5,43.5,56.5,43,57,37.5,35,2.5,46.5,8.5,2,0,0,,,,,5.5,,1906
,FALSE,1/11/08,9/11/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4336-201303040157,F2F,,,914.5,,0,,0,,,41.5,58.5,41.5,58.5,40.5,59.5,36,33,3,49,8.5,2,0,0,,,,,4.5,,1880
,FALSE,15/11/08,23/11/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4339-201303040155,F2F,,,861,,0,,0,,,40.5,59.5,40.5,59.5,39.5,60.5,35.5,33.5,2,50.5,7.5,2,0,0,,,,,4.5,,1778
,FALSE,29/11/08,7/12/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4343-201303040151,F2F,,,933,,0,,0,,,40.5,59.5,40.5,59.5,39.5,60.5,34.5,32,2.5,48.5,10.5,1.5,0,0,,,,,5,,1948
,FALSE,13/12/08,21/12/08,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4348-201303040147,F2F,,,901.5,,0,,0,,,40,60,40,60,41,59,35.5,32.5,3,52.5,6,1.5,0,0,,,,,4.5,,1717
,FALSE,3/1/09,11/1/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4351-201303040113,F2F,,,898.5,,0,,0,,,40,60,40,60,39,61,35,31,4,51.5,8,1.5,0,0,,,,,4,,1781
,FALSE,17/1/09,25/1/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4354-201303040109,F2F,,,1209,,0,,0,,,40.5,59.5,40.5,59.5,41.5,58.5,36,34,2,50.5,7.5,1.5,0,0,,,,,4.5,,1868
,FALSE,31/1/09,1/2/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4357-201303040106,F2F,,,1077,,0,,0,,,44,56,44,56,44.5,55.5,38,34,4,46.5,8,2.5,0,0,,,,,5,,853
,FALSE,7/2/09,8/2/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4358-201303040104,F2F,,,1031,,0,,0,,,40,60,40,60,38,62,35.5,32,3.5,51.5,8,1.5,0,0,,,,,3.5,,849
,FALSE,14/2/09,15/2/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4360-201303040100,F2F,,,955,,0,,0,,,40.5,59.5,40.5,59.5,40.5,59.5,36.5,33,3.5,49,7.5,1,0,0,,,,,6,,828
,FALSE,21/2/09,1/3/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4363-201303040057,F2F,,,950.5,,0,,0,,,38.5,61.5,38.5,61.5,38,62,33,30.5,2.5,51.5,8.5,2.5,0,0,,,,,4.5,,1845
,FALSE,7/3/09,8/3/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4364-201303040055,F2F,,,953.5,,0,,0,,,39.5,60.5,39.5,60.5,38.5,61.5,34.5,31.5,3,50.5,8,2,0,0,,,,,5,,955
,FALSE,14/3/09,15/3/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4366-201303040051,F2F,,,929,,0,,0,,,43,57,43,57,43.5,56.5,39,36,3,48.5,6,1.5,0,0,,,,,5,,883
,FALSE,21/3/09,29/3/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4369-201303040050,F2F,,,954.5,,4,,4,,,39,61,39,61,38.5,61.5,33.5,30.5,3,53,8,1.5,0,0,,,,,4,,1180
,FALSE,4/4/09,12/4/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4372-201303040040,F2F,,,953,,3.5,,3.5,,,39,61,39,61,38,62,33.5,31,2.5,51.5,8,2,0,0,,,,,5,,1713
,FALSE,18/4/09,26/4/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4374-201303040036,F2F,,,942,,4,,4,,,41,59,41,59,40,60,36.5,34.5,2,50,8.5,1.5,0,0,,,,,3.5,,1838
,FALSE,2/5/09,10/5/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4377-201303040032,F2F,,,962.5,,5,,5,,,40,60,40,60,40,60,34,32,2,50,9,2.5,0,0,,,,,4.5,,1800
,FALSE,16/5/09,17/5/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4379-201303040027,F2F,,,935.5,,2.5,,2.5,,,42,58,42,58,42,58,37.5,36,1.5,49.5,8,1.5,0,0,,,,,3.5,,999
,FALSE,23/5/09,31/5/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4386-201303040023,F2F,,,964.5,,3.5,,3.5,,,42,58,42,58,42,58,36,33.5,2.5,49,8,2,0,0,,,,,5,,1804
,FALSE,6/6/09,14/6/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4392-201303040018,F2F,,,949.5,,3.5,,3.5,,,43,57,43,57,42.5,57.5,38,35,3,48.5,7,2.5,0,0,,,,,4,,1744
,FALSE,20/6/09,21/6/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4393-201303040016,F2F,,,923,,3,,3,,,45,55,45,55,45.5,54.5,41,37.5,3.5,46,8.5,1,0,0,,,,,3.5,,897
,FALSE,27/6/09,5/7/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4399-201303040005,F2F,,,945.5,,4,,4,,,42,58,42,58,41,59,35,32,3,46.5,11.5,2.5,0,0,,,,,4.5,,1190
,FALSE,11/7/09,19/7/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4401-201303040002,F2F,,,949.5,,4.5,,4.5,,,42.5,57.5,42.5,57.5,43,57,37.5,34.5,3,48,11.5,2.5,0,0,,,,,4.5,,1812
,FALSE,25/7/09,2/8/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4404-201303032354,F2F,,,949,,3.5,,3.5,,,39.5,60.5,39.5,60.5,38.5,61.5,34,31.5,2.5,50.5,8.5,2,0,0,,,,,5,,1832
,FALSE,8/8/09,16/8/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4409-201303032350,F2F,,,948,,4,,4,,,42,58,42,58,41,59,34.5,FALSE,FALSE,47.5,9.5,2.5,0,0,,,,,6,,1723
,FALSE,22/8/09,30/8/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4414-201303032346,F2F,,,954,,4.5,,4.5,,,39,61,39,61,38.5,61.5,33.5,FALSE,FALSE,50.5,9.5,2,0,0,,,,,4.5,,1778
,FALSE,5/9/09,13/9/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4418-201303032342,F2F,,,961.5,,4.5,,4.5,,,38,62,38,62,37,62,32.5,FALSE,FALSE,51.5,9.5,0,0,0,,,,,4.5,,1730
,FALSE,19/9/09,27/9/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4420-201303032340,F2F,,,955,,5,,5,,,40.5,59.5,40.5,59.5,40.5,59.5,35.5,FALSE,FALSE,51,7.5,2,0,0,,,,,4,,1129
,FALSE,3/10/09,11/10/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4427-201303032337,F2F,,,942,,4,,4,,,40,60,40,60,39,61,34,FALSE,FALSE,49.5,9,2.5,0,0,,,,,5,,1684
,FALSE,17/10/09,25/10/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4429-201303032309,F2F,,,928.5,,4,,4,,,39.5,60.5,39.5,60.5,39,61,34.5,FALSE,FALSE,52,7.5,2,0,0,,,,,4,,1790
,FALSE,31/10/09,1/11/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4432-201303032303,F2F,,,934,,3.5,,3.5,,,39,61,39,61,39,61,32.5,FALSE,FALSE,51,9.5,2,0,0,,,,,5,,1050
,FALSE,7/11/09,8/11/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4434-201303032301,F2F,,,935.5,,3,,3,,,44,56,44,56,45,55,38.5,FALSE,FALSE,46.5,8,2,0,0,,,,,5,,874
,FALSE,14/11/09,15/11/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4438-201303032257,F2F,,,1050,,3,,3,,,43.5,56.5,43.5,56.5,43,57,36.5,FALSE,FALSE,45,9,3,0,0,,,,,6.5,,1014
,FALSE,21/11/09,22/11/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4441-201303032252,F2F,,,962,,4,,4,,,41.5,58.5,41.5,58.5,42,58,35.5,FALSE,FALSE,48,9,1.5,0,0,,,,,6,,961
,FALSE,28/11/09,29/11/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4444-201303032246,F2F,,,952.5,,3,,3,,,41.5,58.5,41.5,58.5,41.5,58.5,35,FALSE,FALSE,47,9.5,3,0,0,,,,,5.5,,958
,FALSE,5/12/09,13/12/09,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4452-201303032238,F2F,,,955.5,,3.5,,3.5,,,41,59,41,59,41.5,58.5,35.5,,,49,8,1.5,0,0,,,,,6,,1867
,FALSE,19/12/09,3/1/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4455-201303010318,F2F,,,947.5,,4.5,,4.5,,,43,57,43,57,43,57,37,FALSE,FALSE,45.5,10,2,0,0,,,,,5.5,,1555
,FALSE,9/1/10,17/1/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4463-201303010301,F2F,,,964,,4.5,,4.5,,,41.5,58.5,41.5,58.5,40,60,35.5,FALSE,FALSE,47.5,10,2,0,0,,,,,5,,1819
,FALSE,23/1/10,31/1/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4466-201303010246,F2F,,,974,,4,,4,,,43.5,56.5,43.5,56.5,43.5,56.5,38,FALSE,FALSE,46,8.5,1.5,0,0,,,,,6,,1796
,FALSE,6/2/10,14/2/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4471-201303010237,F2F,,,948.5,,3.5,,3.5,,,42.5,57.5,42.5,57.5,42,58,37,FALSE,FALSE,47,9,2,0,0,,,,,5,,1811
,FALSE,20/2/10,21/2/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4472-201303010229,F2F,,,953,,4.5,,4.5,,,43.5,56.5,43.5,56.5,42.5,57.5,37.5,FALSE,FALSE,45,9,2.5,0,0,,,,,6,,940
,FALSE,27/2/10,7/3/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4476-201303010137,F2F,,,956.5,,5,,5,,,44.5,55.5,44.5,55.5,44,56,38.5,FALSE,FALSE,45,8.5,2,0,0,,,,,6,,1910
,FALSE,13/3/10,21/3/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4480-201302150452,F2F,,,990,,4.5,,4.5,,,43.5,56.5,43.5,56.5,43,57,37,FALSE,FALSE,44.5,11,2,0,0,,,,,5.5,,1793
,FALSE,27/3/10,4/4/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4484-201302150445,F2F,,,976,,4,,4,,,42,58,42,58,42.5,57.5,36.5,FALSE,FALSE,48,8.5,2.5,0,0,,,,,4.5,,1030
,FALSE,10/4/10,18/4/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4486-201302150437,F2F,,,1035,,4.5,,4.5,,,44,56,44,56,43.5,56.5,37.5,FALSE,FALSE,43,12,2,0,0,,,,,5.5,,1911
,FALSE,24/4/10,25/4/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4487-201302150433,F2F,,,915,,4,,4,,,45.5,54.5,45.5,54.5,45,55,40.5,FALSE,FALSE,44,8,0,0,0,,,,,5,,915
,FALSE,1/5/10,2/5/10,Morgan F2F,http://www.roymorgan.com/findings/4493-201302150423,F2F,,,931,,4.5,,4.5,,,46,54,46,54,45,55,40,FALSE,FALSE,43.5,9,2.5,0,0,,,,,5,,931
,FALSE,8/5/10,9/5/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4499-201302150418,F2F,,,830,,3.5,,3.5,,,49.5,50.5,48.5,51.5,49.5,50.5,42.5,FALSE,FALSE,41,9,2.5,0,0,,,,,5,,830
,FALSE,15/5/10,16/5/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4501-201302150408,F2F,,,850,,3,,3,,,50,50,50,50,49.5,50.5,43,FALSE,FALSE,37.5,12,1.5,0,0,,,,,6,,850
,FALSE,22/5/10,23/5/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4503-201302150403,F2F,,,895,,5.5,,5.5,,,45.5,54.5,45.5,54.5,45,55,41,FALSE,FALSE,42.5,11,2,0,0,,,,,3.5,,895
,FALSE,29/5/10,30/5/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4506-201302150355,F2F,,,797,,6.5,,6.5,,,47.5,52.5,47.5,52.5,48,52,41,FALSE,FALSE,42,8.5,1.5,0,0,,,,,7,,797
,FALSE,5/6/10,6/6/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4510-201302150349,F2F,,,880,,5.5,,5.5,,,48,52,48,52,47.5,52.5,41.5,FALSE,FALSE,40,11,2.5,0,0,,,,,5,,880
,FALSE,12/6/10,13/6/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4514-201302150341,F2F,,,770,,4.5,,4.5,,,48.5,51.5,48.5,51.5,48.5,51.5,41,FALSE,FALSE,38,13,1.5,0,0,,,,,6.5,,770
,FALSE,19/6/10,20/6/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4517-201302150337,F2F,,,887,,3.5,,3.5,,,47,53,47,53,47,53,41,FALSE,FALSE,41,12.5,1.5,0,0,,,,,2.5,,887
,FALSE,26/6/10,4/7/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4532-201302150257,F2F,,,1178,,5,,5,,,45,55,43.5,56.5,45,55,38,FALSE,FALSE,45.5,10.5,1.5,0,0,,,,,4.5,,1178
,FALSE,10/7/10,11/7/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4533-201302150253,F2F,,,824,,5,,5,,,45.5,54.5,46.5,53.5,45.5,54.5,41,FALSE,FALSE,40.5,12,1.5,0,0,,,,,5,,824
,FALSE,17/7/10,18/7/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4540-201302150241,F2F,,,871,,4.5,,4.5,,,44,56,45,55,44,56,39.5,FALSE,FALSE,44.5,10.5,1.5,0,0,,,,,4,,871
,FALSE,24/7/10,25/7/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4545-201302150234,F2F,,,847,,5.5,,5.5,,,44.5,55.5,46,54,44.5,55.5,37,FALSE,FALSE,43.5,11.5,1,0,0,,,,,3.5,,847
,FALSE,31/7/10,1/8/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4552-201302150222,F2F,,,1042,,5,,5,,,47,53,46,54,47,53,41,FALSE,FALSE,44,10,1,0,0,,,,,4,,1042
,FALSE,7/8/10,8/8/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4556-201302150217,F2F,,,900,,5,,5,,,42.5,57.5,42.5,57.5,42.5,57.5,37,FALSE,FALSE,43,15.5,2,0,0,,,,,2.5,,900
,FALSE,14/8/10,15/8/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4566-201302150204,F2F,,,1049,,7,,7,,,48,52,47.5,52.5,52,48,43,FALSE,FALSE,40,13.5,1.5,0,0,,,,,2,,1049
,FALSE,28/8/10,5/9/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4580-201302150143,F2F,,,1632,,0,,0,,,45.5,54.5,45.5,54.5,45.5,54.5,39.5,FALSE,FALSE,40.5,15,0,0,0,,,,,5,,1632
,FALSE,18/9/10,19/9/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4584-201302150133,F2F,,,1123,,0,,0,,,46,54,46.5,53.5,46,54,41,FALSE,FALSE,40.5,13,0,0,0,,,,,5.5,,1123
,FALSE,2/10/10,3/10/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4587-201302150116,F2F,,,1388,,0,,0,,,43.5,56.5,43.5,56.5,44.5,55.5,38.5,FALSE,FALSE,44,12,0,0,0,,,,,5.5,,1388
,FALSE,9/10/10,17/10/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4591-201302150109,F2F,,,1661,,0,,0,,,45,55,45,55,46,54,40.5,FALSE,FALSE,43,10.5,0,0,0,,,,,6,,1661
,FALSE,23/10/10,31/10/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4599-201302150101,F2F,,,1804,,0,,0,,,46,54,46,54,46,54,40.5,FALSE,FALSE,43,10.5,0,0,0,,,,,6,,1804
,FALSE,6/11/10,14/11/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4604-201302150054,F2F,,,1862,,0,,0,,,45.5,54.5,45.5,54.5,46,54,40,FALSE,FALSE,41,12,0,0,0,,,,,7,,1862
,FALSE,20/11/10,28/11/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4611-201302150048,F2F,,,1829,,0,,0,,,47.5,52.5,47.5,52.5,47.5,52.5,42,FALSE,FALSE,40.5,12,0,0,0,,,,,5.5,,1829
,FALSE,4/12/10,5/12/10,Morgan F2F,http://www.roymorgan.com/morganpoll/federal-voting/voting-intention-summary,F2F,,,1015,,0,,0,,,47.5,52.5,47.5,52.5,47,53,40.5,FALSE,FALSE,40.5,13.5,1.5,0,0,,,,,4,,1015
,FALSE,11/12/10,12/12/10,Morgan F2F,http://www.roymorgan.com/findings/finding-4919-201302150035,F2F,,,1757,,0,,0,,,51.5,48.5,51.5,48.5,50,50,43,FALSE,FALSE,38,13.5,0,0,0,,,,,5.5,,1757
,FALSE,8/1/11,9/1/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4620-201302150031,F2F,,,855,,0,,0,,,50,50,50,50,49.5,50.5,44,FALSE,FALSE,38.5,13,0,0,0,,,,,4.5,,855
,FALSE,15/1/11,23/1/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4624-201302150021,F2F,,,1824,,0,,0,,,48,52,48,52,47.5,52.5,41.5,FALSE,FALSE,40.5,11.5,0,0,0,,,,,6.5,,1824
,FALSE,29/1/11,6/2/11,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4624-201302150021,F2F,,,1760,,0,,0,,,50,50,50,50,48.5,51.5,43,FALSE,FALSE,39,12.5,0,0,1.5,,,,,4,,1760
,FALSE,12/2/11,20/2/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4635-201302150005,F2F,,,1895,,5,,5,,,50.5,49.5,50.5,49.5,49,51,43,FALSE,FALSE,39.5,11.5,2,0,0,,,,,4,,1895
,FALSE,26/2/11,27/2/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4642-201302142352,F2F,,,881,,6.5,,6.5,,,48.5,51.5,48.5,51.5,46.5,53.5,41,FALSE,FALSE,41,11,1,0,0,,,,,5.5,,881
,FALSE,5/3/11,6/3/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4642-201302142352,F2F,,,881,,6.5,,6.5,,,54,46,54,46,52,48,46.5,FALSE,FALSE,37,9.5,1,0,0,,,,,6,,881
,FALSE,12/3/11,13/3/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4647-201302142344,F2F,,,947,,7,,7,,,51.5,48.5,51.5,48.5,50.5,49.5,44.5,FALSE,FALSE,38,11.5,1.5,0,0,,,,,4.5,,947
,FALSE,19/3/11,20/3/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4664-201302142320,F2F,,,909,,0,,0,,,48,52,48,52,47.5,52.5,40,FALSE,FALSE,39.5,12.5,2,0,0,,,,,6,,909
,FALSE,26/3/11,27/3/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4664-201302140446,F2F,,,910,,0,,0,,,53.5,46.5,53.5,46.5,53,47,47,FALSE,FALSE,35.5,11.5,1.5,0,0,,,,,4.5,,910
,FALSE,2/4/11,3/4/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4564-201302140450,F2F,,,966,,0,,0,,,55.5,44.5,55.5,44.5,53.5,46.5,48,FALSE,FALSE,36.5,9.5,2,0,0,,,,,4,,966
,FALSE,9/4/11,17/4/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4660-201302140446,F2F,,,1792,,0,,0,,,55,45,55,45,53,47,46,FALSE,FALSE,35,11.5,2,0,0,,,,,5.5,,1792
,FALSE,23/4/11,1/5/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4664-201302140430,F2F,,,1843,,6,,6,,,53.5,46.5,53.5,46.5,52,48,46,FALSE,FALSE,37,10.5,2,0,0,,,,,4.5,,1843
,FALSE,7/5/11,8/5/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4467-201302140426,F2F,,,791,,6,,6,,,54.5,45.5,54.5,45.5,54.5,45.5,48,FALSE,FALSE,34,11,1.5,0,0,,,,,5.5,,791
,FALSE,14/5/11,15/5/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4668-201302140422,F2F,,,942,,6,,6,,,53.5,46.5,53.5,46.5,51.5,48.5,44.5,FALSE,FALSE,36,13,2,0,0,,,,,4.5,,942
,FALSE,21/5/11,29/5/11,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4671-201302140414,F2F,,,1067,,6,,6,,,54,46,54,46,51.5,48.5,45.5,FALSE,FALSE,36,12,0,0,0,,,,,8,,1067
,FALSE,4/6/11,5/6/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4676-201302140359,F2F,,,976,,6,,6,,,56.5,43.5,56.5,43.5,54,46,46.5,FALSE,FALSE,33.5,12,2.5,0,0,,,,,5.5,,976
,FALSE,11/6/11,19/6/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4680-201302140349,F2F,,,1776,,6.5,,6.5,,,54.5,45.5,54.5,45.5,53.5,46.5,46.5,FALSE,FALSE,35,11,2,0,0,,,,,5,,1776
,FALSE,25/6/11,3/7/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4683-201302140340,F2F,,,1095,,7.5,,7.5,,,58.5,41.5,58.5,41.5,56.5,43.5,49,FALSE,FALSE,31.5,11.5,2,0,0,,,,,6,,1095
,FALSE,9/7/11,10/7/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4684-201302140336,F2F,,,897,,6,,6,,,56,44,56,44,54.5,45.5,48,FALSE,FALSE,33.5,11.5,0,0,0,,,,,7,,897
,FALSE,16/7/11,24/7/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4691-201302140256,F2F,,,1723,,5,,5,,,56.5,43.5,56.5,43.5,53,47,47,FALSE,FALSE,34.5,12,0,0,0,,,,,6.5,,1723
,FALSE,30/7/11,7/8/11,Morgan F2F,http://www.roymorgan.com.au/findings/finding-4694-201302140247,F2F,,,1662,,6,,6,,,56.5,43.5,56.5,43.5,53.5,46.5,47.5,FALSE,FALSE,34.5,12,0,0,0,,,,,6.5,,1662
,FALSE,13/8/11,21/8/11,Morgan F2F,http://www.roymorgan.com/findings/finding-4635-201302140241,F2F,,,1526,,6.5,,6.5,,,58.5,41.5,58.5,41.5,55.5,44.5,49.5,FALSE,FALSE,32.5,11,0,0,0,,,,,7,,1526
